PlantaID;Nome_Planta;Localizacao;Data_Inspecao;Nivel_Radiacao;Temperatura_Reator;Pressao_Reator;Eficiência_Operacional;Falhas_Detectadas;Custo_Manutencao;Status_Operacional;Potencia_Gerada
;Central Nuclear Santa;SC - Brasil;2023-08-12;3.14;292.38;70.77;60.23;5;335.28;Desativada;0
NUC-01626;NucleoForte;SP - Brasil;2023-05-16;2.96;319.6;74.76;58.52;3;78.84;Desativada;0
NUC-01627;;SC - Brasil;2024-03-12;4.3;236.91;102.35;79.75;2;405.91;Parcialmente Operando;47.23
NUC-01628;NucleoForte;SC - Brasil;2023-04-17;3.68;408.12;94.89;93.7;2;238.81;Operando;103.43
NUC-01629;Angra 1;MG - Brasil;2023-05-15;32.05;272.78;101.83;99.16;4;80.95;Operando;93.35
NUC-01630;NucleoForte;BA - Brasil;2023-12-15;0.18;367.96;125.0;55.91;2;127.4;Parcialmente Operando;24.51
NUC-01631;Angra 2;SP - Brasil;2024-05-06;2.09;274.95;105.82;61.94;2;148.85;Operando;70.63
NUC-01632;NucleoForte;BA - Brasil;2024-01-01;3.88;350.49;110.54;55.55;5;191.53;Parcialmente Operando;25.89
NUC-01633;Angra 2;SP - Brasil;2024-11-03;2.04;319.21;101.06;86.51;1;460.88;Operando;78.28
NUC-01634;Angra 2;MG - Brasil;2023-09-09;4.32;368.65;88.35;62.55;4;5475.78;Parcialmente Operando;33.92
NUC-01635;Central Nuclear Santa;RJ - Brasil;2023-09-30;3.45;350.76;120.25;85.87;3;19.9;Desativada;0
NUC-01636;Angra 1;MG - Brasil;2025-01-07;2.65;228.93;91.22;64.9;3;214.3;Desativada;0
NUC-01637;Angra 1;SC - Brasil;2024-09-11;;;89.21;55.45;1;176.37;Em Manutenção;1.87
NUC-01638;Angra 1;RJ - Brasil;2024-02-29;1.09;211.13;70.19;90.84;3;385.29;Desativada;0
NUC-01639;Reator Atlântico;MG - Brasil;2024-04-20;2.7;232.22;69.18;100.0;2;386.7;Operando;47.63
NUC-01640;Central Nuclear Santa;SP - Brasil;2024-05-23;4.99;242.03;67.16;88.06;4;271.66;Parcialmente Operando;32.78
NUC-01641;Central Nuclear Santa;SC - Brasil;2023-03-31;2.79;258.71;96.98;75.43;1;350.93;Em Manutenção;16.7
NUC-01642;Angra 2;SP - Brasil;2023-09-07;2.62;327.49;79.09;76.86;5;140.17;Desativada;0
NUC-01643;Angra 1;MG - Brasil;2024-12-15;0.03;288.05;;93.53;5;85.2;Parcialmente Operando;49.01
;Angra 2;RJ - Brasil;2023-11-05;2.83;332.6;84.91;98.22;3;91.33;Desativada;0
NUC-01645;Angra 2;MG - Brasil;2024-08-12;3.16;269.03;101.27;61.56;3;186.03;Operando;72.3
NUC-01646;NucleoForte;RJ - Brasil;2024-03-17;4.19;205.92;90.92;87.74;1;210.16;Operando;95.75
NUC-01647;Angra 1;MG - Brasil;2023-08-24;;229.26;82.09;96.09;5;304.33;Em Manutenção;19.03
NUC-01648;Angra 2;SP - Brasil;2024-08-12;0.39;217.43;48.84;56.83;3;282.42;Operando;48.28
NUC-01649;Reator Atlântico;BA - Brasil;2023-03-24;0.2;248.42;104.97;93.61;2;156.24;Operando;76.78
NUC-01650;Angra 2;SP - Brasil;2023-10-12;4.24;325.09;114.42;81.45;3;108.28;Em Manutenção;12.91
NUC-01651;NucleoForte;MG - Brasil;2023-06-03;1.73;321.02;82.07;67.71;1;342.19;Em Manutenção;1.82
NUC-01652;Central Nuclear Santa;SC - Brasil;2023-02-16;2.64;352.18;114.55;92.32;0;346.58;Operando;74.89
NUC-01653;Reator Atlântico;SC - Brasil;2024-11-17;0.17;449.9;122.22;66.57;0;457.85;;0
NUC-01654;Reator Atlântico;SP - Brasil;2023-06-28;0.98;313.63;123.8;58.33;0;32.57;Desativada;0
NUC-01655;NucleoForte;MG - Brasil;2023-07-14;1.73;284.96;83.02;55.0;0;168.1;Parcialmente Operando;25.3
NUC-01656;Central Nuclear Santa;SC - Brasil;2024-06-08;3.56;;79.94;51.38;1;62.49;Parcialmente Operando;30.53
NUC-01657;Angra 2;RJ - Brasil;2024-06-11;3.78;288.54;88.68;73.32;;149.37;Parcialmente Operando;34.37
NUC-01658;Angra 2;MG - Brasil;2023-12-17;3.73;342.31;99.85;80.97;0;434.43;Em Manutenção;16.28
NUC-01659;NucleoForte;MG - Brasil;2024-08-29;4.11;297.2;72.95;58.97;5;57.34;;56.62
NUC-01660;Central Nuclear Santa;MG - Brasil;2024-01-15;1.69;360.44;;53.53;2;263.26;Em Manutenção;12.55
NUC-01661;NucleoForte;RJ - Brasil;2023-07-01;4.65;413.78;114.0;74.16;4;287.86;Em Manutenção;8.63
NUC-01662;NucleoForte;SP - Brasil;2023-05-20;2.55;208.52;82.76;59.46;0;494.1;;58.01
NUC-01663;Reator Atlântico;MG - Brasil;2024-03-27;3.24;438.52;127.32;90.25;1;477.04;Parcialmente Operando;30.92
NUC-01664;Angra 2;SC - Brasil;2024-01-04;2.95;376.52;83.18;59.51;1;261.23;Operando;67.25
NUC-01665;Angra 2;MG - Brasil;2024-11-05;1.09;312.73;116.67;93.26;5;123.09;Desativada;0
NUC-01666;Central Nuclear Santa;SP - Brasil;2024-08-08;2.72;403.62;137.45;72.44;3;396.92;Operando;63.19
NUC-01667;Central Nuclear Santa;BA - Brasil;2024-03-30;1.26;279.0;99.77;76.14;4;223.34;Desativada;0
NUC-01668;Reator Atlântico;SP - Brasil;2025-01-21;4.39;371.77;80.51;80.86;2;268.42;Parcialmente Operando;47.85
NUC-01669;Angra 1;SC - Brasil;2024-02-21;0.53;439.33;91.08;57.45;4;203.25;Parcialmente Operando;32.9
NUC-01670;Angra 2;SC - Brasil;2023-04-04;1.78;373.16;79.27;99.89;5;377.0;Operando;108.68
NUC-01671;NucleoForte;RJ - Brasil;2023-06-25;2.48;358.56;108.67;96.0;2;147.67;Desativada;0
NUC-01672;NucleoForte;MG - Brasil;2024-11-25;2.52;301.2;102.96;87.94;1;200.24;Parcialmente Operando;32.25
NUC-01673;Angra 1;SP - Brasil;;3.65;320.11;87.84;62.22;1;312.72;Parcialmente Operando;27.51
NUC-01674;Angra 2;RJ - Brasil;2024-03-28;0.83;370.45;114.98;79.24;5;36.86;Desativada;0
NUC-01675;Central Nuclear Santa;MG - Brasil;2024-01-30;4.42;350.66;101.04;86.01;5;115.62;Operando;87.09
NUC-01676;NucleoForte;SP - Brasil;2024-07-12;3.3;369.56;109.82;73.85;1;;Em Manutenção;19.97
NUC-01677;Reator Atlântico;SP - Brasil;2024-10-06;1.06;251.66;72.77;64.62;0;473.51;Desativada;0
NUC-01678;Central Nuclear Santa;BA - Brasil;2024-02-14;4.41;278.82;919.77;60.44;5;92.1;Em Manutenção;12.26
NUC-01679;Angra 2;SP - Brasil;2024-10-21;3.39;385.95;100.72;80.03;4;1025.78;Desativada;0
NUC-01680;Central Nuclear Santa;BA - Brasil;2024-12-03;;328.75;103.75;67.09;3;64.19;Operando;74.16
NUC-01681;Central Nuclear Santa;BA - Brasil;2023-12-02;3.3;213.1;74.21;100.0;5;482.81;Desativada;0
NUC-01682;NucleoForte;SP - Brasil;;4.62;285.89;82.5;87.52;3;422.5;Em Manutenção;10.81
NUC-01683;Reator Atlântico;SC - Brasil;2024-07-23;4.06;263.82;101.89;63.48;3;319.5;Desativada;0
NUC-01684;Central Nuclear Santa;SP - Brasil;2024-05-14;0.41;267.95;90.14;77.23;4;383.14;Operando;72.16
NUC-01685;NucleoForte;SC - Brasil;2024-11-21;2.35;351.08;104.87;91.99;3;;Operando;
NUC-01686;NucleoForte;MG - Brasil;2024-12-19;4.63;427.5;116.46;60.84;2;151.7;Operando;71.25
NUC-01687;Central Nuclear Santa;BA - Brasil;2024-10-03;4.79;356.02;95.07;89.15;2;145.79;Desativada;0
NUC-01688;NucleoForte;SP - Brasil;2025-01-19;2.22;370.55;130.53;71.37;4;145.56;Em Manutenção;13.14
NUC-01689;Angra 1;SP - Brasil;2024-03-26;3.25;305.37;90.52;92.75;3;440.15;Operando;90.9
NUC-01690;Reator Atlântico;RJ - Brasil;;3.52;312.88;119.63;87.21;;312.51;Parcialmente Operando;39.02
NUC-01691;Angra 1;BA - Brasil;2023-12-28;1.19;299.93;61.85;87.19;5;331.94;Desativada;0
NUC-01692;Central Nuclear Santa;BA - Brasil;2023-04-26;;303.61;112.22;94.06;4;400.95;;8.22
NUC-01693;NucleoForte;SC - Brasil;2024-01-20;0.89;392.7;142.32;91.93;4;10.63;Desativada;0
NUC-01694;Central Nuclear Santa;RJ - Brasil;2023-08-22;2.21;216.44;61.82;76.32;5;136.17;Desativada;0
NUC-01695;Central Nuclear Santa;RJ - Brasil;2023-10-13;0.11;289.17;112.89;80.15;3;101.15;Desativada;0
NUC-01696;Reator Atlântico;BA - Brasil;2023-06-12;0.81;295.05;80.87;90.55;4;279.29;Parcialmente Operando;28.18
NUC-01697;Angra 2;MG - Brasil;2024-10-19;2.09;309.43;897.72;71.7;3;304.97;Parcialmente Operando;34.78
NUC-01698;Central Nuclear Santa;RJ - Brasil;2024-05-18;2.13;444.29;119.09;75.83;1;446.84;Operando;73.01
NUC-01699;Angra 1;BA - Brasil;2023-09-08;1.74;404.48;125.66;57.31;1;212.16;;53.89
NUC-01700;Angra 2;MG - Brasil;2024-04-21;3.81;360.72;94.22;99.47;2;289.66;Operando;95.84
NUC-01701;;MG - Brasil;2024-09-07;0.01;434.56;73.46;91.74;3;67.45;;0
NUC-01702;Angra 2;RJ - Brasil;2024-10-26;2.44;284.02;64.69;69.33;1;383.38;Desativada;0
NUC-01703;Angra 1;SP - Brasil;2023-03-25;4.29;416.42;77.0;67.95;0;13.74;Desativada;0
NUC-01704;Angra 2;SP - Brasil;2024-09-05;0.17;394.31;120.79;63.22;3;281.31;Em Manutenção;4.98
NUC-01705;Angra 1;BA - Brasil;2024-03-27;2.34;316.71;99.74;53.0;2;471.68;Em Manutenção;7.2
NUC-01706;Reator Atlântico;MG - Brasil;2023-07-10;3.94;382.29;93.98;81.48;4;24.74;Operando;95.24
NUC-01707;NucleoForte;SC - Brasil;2024-09-22;1.51;291.73;109.87;78.81;2;39.73;Em Manutenção;9.87
NUC-01708;NucleoForte;BA - Brasil;2023-08-07;4.71;362.5;114.35;88.2;3;;Parcialmente Operando;36.38
NUC-01709;Angra 2;SP - Brasil;2024-09-26;;262.6;93.04;87.82;5;411.08;Desativada;
NUC-01710;NucleoForte;MG - Brasil;2023-09-05;3.29;413.67;108.92;;5;1219.7;Desativada;0
NUC-01711;NucleoForte;SP - Brasil;2024-12-18;2.96;282.18;68.7;84.82;5;45.5;Desativada;0
NUC-01712;Angra 1;MG - Brasil;2023-08-08;0.31;216.18;80.54;74.38;0;458.63;Desativada;0
NUC-01713;;RJ - Brasil;2024-04-10;3.88;272.81;59.4;73.86;4;413.44;Parcialmente Operando;29.12
NUC-01714;;RJ - Brasil;2024-01-22;0.86;442.29;136.94;69.45;1;109.33;Desativada;0
NUC-01715;Angra 1;MG - Brasil;2024-07-09;2.49;323.62;110.94;58.96;1;101.73;Operando;64.4
NUC-01716;Reator Atlântico;SC - Brasil;2023-08-06;1.08;338.73;110.45;79.72;4;463.75;Parcialmente Operando;31.58
NUC-01717;Angra 2;;2023-06-22;4.18;363.43;76.2;71.82;3;190.38;Parcialmente Operando;42.57
NUC-01718;Angra 2;SC - Brasil;2024-02-10;3.59;206.42;61.93;96.58;1;167.38;Em Manutenção;8.83
NUC-01719;Angra 1;SP - Brasil;2025-01-22;2.65;361.25;114.49;51.91;0;27.17;Parcialmente Operando;20.39
NUC-01720;Central Nuclear Santa;MG - Brasil;2023-12-17;;276.2;66.37;89.12;2;298.13;Desativada;0
NUC-01721;Reator Atlântico;MG - Brasil;2024-05-30;0.83;359.68;108.44;65.94;4;167.55;Desativada;0
NUC-01722;Central Nuclear Santa;RJ - Brasil;2023-07-19;1.76;263.07;84.42;80.86;3;175.22;Em Manutenção;0.56
NUC-01723;Angra 2;SC - Brasil;2024-12-14;1.32;209.0;53.11;70.43;2;394.56;Parcialmente Operando;27.34
NUC-01724;Central Nuclear Santa;MG - Brasil;2024-09-21;0.35;305.23;74.31;100.0;1;471.09;Operando;96.51
NUC-01725;Reator Atlântico;SP - Brasil;2024-05-26;4.13;290.5;109.64;85.12;4;274.26;Em Manutenção;3.12
NUC-01726;Angra 1;BA - Brasil;2023-07-29;1.06;210.26;73.97;90.36;1;167.81;Parcialmente Operando;46.92
NUC-01727;Reator Atlântico;BA - Brasil;2023-12-11;4.25;341.5;127.79;64.29;2;158.67;Desativada;0
;Angra 1;BA - Brasil;2024-02-23;1.34;329.56;111.23;100.0;2;17.61;Parcialmente Operando;16.92
NUC-01729;Angra 1;SC - Brasil;2023-03-12;1.47;234.64;99.17;80.47;1;84.7;Operando;81.03
NUC-01730;Angra 1;SC - Brasil;2023-10-20;2.65;398.19;;94.52;5;492.18;Em Manutenção;9.31
NUC-01731;NucleoForte;BA - Brasil;2023-11-24;4.81;226.98;62.78;92.1;1;103.09;Operando;88.31
NUC-01732;Central Nuclear Santa;BA - Brasil;2024-09-21;3.74;442.88;148.31;62.7;0;79.27;Em Manutenção;17.67
NUC-01733;Angra 1;RJ - Brasil;2023-09-19;3.77;204.58;79.58;53.44;1;350.84;Parcialmente Operando;23.67
NUC-01734;Angra 2;SP - Brasil;2023-10-10;0.04;293.89;100.51;83.78;;109.59;Desativada;0
NUC-01735;Reator Atlântico;BA - Brasil;2023-04-11;1.14;391.97;119.23;78.92;4;172.77;Em Manutenção;
NUC-01736;Central Nuclear Santa;RJ - Brasil;2024-05-09;3.9;336.7;89.39;60.53;1;394.36;Operando;48.48
NUC-01737;NucleoForte;RJ - Brasil;2025-01-27;3.48;218.49;71.53;55.68;0;254.94;Parcialmente Operando;23.6
NUC-01738;Angra 1;MG - Brasil;2023-05-03;1.49;276.68;90.75;89.23;2;164.2;Desativada;0
NUC-01739;Reator Atlântico;SC - Brasil;2024-03-31;0.63;336.53;90.42;81.1;2;;Em Manutenção;4.45
NUC-01740;Reator Atlântico;BA - Brasil;2024-03-22;1.39;315.77;71.09;84.59;4;225.95;Em Manutenção;18.66
NUC-01741;NucleoForte;SP - Brasil;2023-07-22;3.7;348.76;115.87;88.93;18;377.07;Operando;106.42
NUC-01742;Reator Atlântico;RJ - Brasil;2023-09-13;4.08;383.23;125.84;93.84;4;32.91;Em Manutenção;13.71
NUC-01743;NucleoForte;SP - Brasil;2024-01-09;1.87;212.93;87.91;54.0;5;284.55;Parcialmente Operando;31.18
NUC-01744;Reator Atlântico;SP - Brasil;2023-12-04;4.32;241.79;58.81;100.0;3;241.1;Operando;71.62
NUC-01745;Reator Atlântico;BA - Brasil;2023-08-03;1.89;365.54;134.06;100.0;4;60.45;Parcialmente Operando;36.44
NUC-01746;Central Nuclear Santa;SP - Brasil;2024-04-04;0.63;420.41;82.38;92.38;3;31.12;Em Manutenção;5.08
NUC-01747;NucleoForte;RJ - Brasil;2024-07-28;0.37;240.85;104.5;63.6;2;137.72;Parcialmente Operando;24.83
NUC-01748;Angra 1;RJ - Brasil;2024-10-15;4.56;250.07;89.38;76.17;5;485.96;Operando;68.84
NUC-01749;NucleoForte;BA - Brasil;2024-11-23;1.44;381.47;78.08;67.08;4;18.12;Em Manutenção;2.37
NUC-01750;Central Nuclear Santa;RJ - Brasil;2024-12-15;3.46;1920.94;108.53;80.68;3;211.11;Parcialmente Operando;25.94
NUC-01751;Reator Atlântico;SP - Brasil;2024-03-06;0.16;278.87;83.07;64.51;4;322.37;Desativada;0
NUC-01752;NucleoForte;MG - Brasil;2023-11-25;3.92;412.06;119.07;81.99;4;472.88;Desativada;0
NUC-01753;NucleoForte;MG - Brasil;;1.95;337.92;83.33;100.0;2;363.49;Desativada;0
NUC-01754;NucleoForte;MG - Brasil;2024-03-11;3.18;395.17;153.12;67.25;3;370.52;Desativada;0
NUC-01755;Angra 2;BA - Brasil;2023-12-15;;434.3;72.36;67.68;3;352.49;Operando;75.38
NUC-01756;Reator Atlântico;SC - Brasil;2023-04-17;4.75;415.78;145.05;96.97;4;196.72;Desativada;0
NUC-01757;Reator Atlântico;BA - Brasil;2023-08-22;4.0;241.55;52.07;94.27;5;358.35;Parcialmente Operando;28.34
NUC-01758;;MG - Brasil;2024-07-18;1.22;369.84;108.06;83.92;0;207.91;Em Manutenção;2.93
NUC-01759;Angra 1;SC - Brasil;2024-06-29;0.82;354.47;77.88;100.0;1;160.19;Desativada;0
NUC-01760;Angra 1;MG - Brasil;2024-07-18;1.73;418.44;141.54;63.16;0;259.4;Operando;69.49
NUC-01761;Central Nuclear Santa;BA - Brasil;2024-02-13;4.18;410.77;62.69;69.07;1;330.43;Em Manutenção;7.76
NUC-01762;Reator Atlântico;BA - Brasil;2024-03-14;4.12;291.81;75.6;57.99;3;270.0;Desativada;0
NUC-01763;Angra 1;BA - Brasil;2023-11-28;4.91;390.2;109.05;87.76;3;81.29;Parcialmente Operando;39.11
NUC-01764;NucleoForte;SC - Brasil;2024-08-29;2.45;262.43;102.98;98.7;1;180.77;Em Manutenção;12.7
NUC-01765;Reator Atlântico;MG - Brasil;;4.55;289.3;71.67;86.75;4;282.58;Em Manutenção;4.83
NUC-01766;Reator Atlântico;BA - Brasil;;4.67;429.59;106.1;85.44;0;100.75;Desativada;0
NUC-01767;Angra 1;RJ - Brasil;2023-09-13;4.9;447.56;141.43;68.39;1;110.62;Desativada;0
NUC-01768;NucleoForte;MG - Brasil;2024-07-13;3.19;388.73;78.04;77.05;1;424.11;Parcialmente Operando;31.93
NUC-01769;Angra 1;BA - Brasil;2023-11-25;2.17;203.65;83.44;81.04;10;215.8;Em Manutenção;9.76
NUC-01770;Central Nuclear Santa;SC - Brasil;2024-01-16;2.84;352.57;97.26;79.73;3;427.05;Em Manutenção;11.92
NUC-01771;Central Nuclear Santa;BA - Brasil;2024-04-06;3.69;;102.27;54.71;0;35.09;Parcialmente Operando;
NUC-01772;Central Nuclear Santa;SC - Brasil;2023-05-20;1.31;382.96;134.21;55.3;5;;Desativada;0
NUC-01773;Angra 1;RJ - Brasil;2024-09-21;1.04;401.18;133.79;84.28;13;23.41;Desativada;0
NUC-01774;NucleoForte;RJ - Brasil;2024-07-16;2.09;208.77;63.47;67.25;3;109.55;Em Manutenção;5.86
NUC-01775;Reator Atlântico;BA - Brasil;2024-10-12;1.03;205.1;75.23;54.0;5;370.67;Parcialmente Operando;27.58
NUC-01776;NucleoForte;MG - Brasil;2024-06-30;4.37;3558.53;99.45;95.35;1;116.05;Parcialmente Operando;54.2
NUC-01777;NucleoForte;RJ - Brasil;2023-03-10;3.45;387.63;83.89;87.7;1;28.71;Parcialmente Operando;26.83
NUC-01778;Angra 2;RJ - Brasil;2024-08-23;0.12;409.3;69.55;82.34;20;148.43;Parcialmente Operando;34.32
NUC-01779;Angra 2;SP - Brasil;2024-11-11;3.5;281.6;70.33;100.0;9;473.56;Desativada;0
NUC-01780;NucleoForte;BA - Brasil;2023-10-02;0.42;371.97;64.59;58.27;0;38.69;Parcialmente Operando;22.5
NUC-01781;Reator Atlântico;RJ - Brasil;2023-04-07;1.54;442.99;128.61;59.01;2;104.6;Operando;67.0
NUC-01782;Angra 2;RJ - Brasil;2023-02-19;2.93;216.04;89.12;59.84;3;67.51;Operando;68.37
NUC-01783;Central Nuclear Santa;BA - Brasil;2024-06-21;0.25;302.29;82.45;82.95;1;11.11;Operando;
NUC-01784;Reator Atlântico;SP - Brasil;2024-07-01;4.56;255.94;56.29;97.73;0;12.35;Em Manutenção;15.72
NUC-01785;Angra 1;BA - Brasil;2023-06-08;1.83;218.2;57.36;60.56;2;242.56;Parcialmente Operando;24.64
NUC-01786;NucleoForte;SP - Brasil;2024-10-19;4.26;323.14;62.31;72.5;4;129.93;Parcialmente Operando;29.25
NUC-01787;Angra 2;SP - Brasil;2024-08-04;2.62;304.12;114.05;100.0;5;359.74;Operando;63.18
NUC-01788;NucleoForte;SP - Brasil;2023-12-22;0.87;324.09;127.04;68.81;2;279.86;Parcialmente Operando;39.71
NUC-01789;Central Nuclear Santa;MG - Brasil;2024-10-10;2.09;364.61;129.59;98.5;0;498.44;Operando;93.29
NUC-01790;Angra 2;SC - Brasil;2024-10-28;2.13;200.33;46.36;91.9;2;131.69;Em Manutenção;4.99
NUC-01791;Central Nuclear Santa;SC - Brasil;2024-08-01;2.02;333.53;100.03;52.31;0;301.76;Desativada;0
NUC-01792;Angra 1;RJ - Brasil;2024-04-17;0.03;345.85;137.25;73.25;4;116.39;Parcialmente Operando;27.57
NUC-01793;;MG - Brasil;2023-07-25;3.03;282.84;117.15;61.02;2;84.27;Em Manutenção;12.55
NUC-01794;Central Nuclear Santa;RJ - Brasil;2024-02-12;4.68;209.89;71.06;55.57;4;450.74;Parcialmente Operando;30.41
NUC-01795;NucleoForte;SP - Brasil;2024-12-22;1.28;314.41;116.79;85.8;3;368.27;Desativada;0
NUC-01796;Angra 1;RJ - Brasil;2024-12-18;2.35;291.19;76.68;98.94;0;188.22;Parcialmente Operando;57.91
NUC-01797;Reator Atlântico;SP - Brasil;2024-07-15;1.84;330.17;94.88;71.33;3;375.77;Desativada;0
NUC-01798;Angra 2;SP - Brasil;2023-02-15;0.79;345.66;121.09;83.17;0;;Parcialmente Operando;28.97
NUC-01799;Central Nuclear Santa;RJ - Brasil;2023-05-01;3.97;297.81;75.41;64.12;4;101.98;Desativada;
NUC-01800;Reator Atlântico;BA - Brasil;2023-10-29;1.52;400.27;147.1;;3;405.7;Parcialmente Operando;24.21
NUC-01801;Central Nuclear Santa;RJ - Brasil;2023-05-08;4.24;295.11;63.74;59.26;2;105.79;Parcialmente Operando;18.03
NUC-01802;Angra 1;SC - Brasil;2025-01-21;3.27;282.36;61.14;72.64;1;359.26;Em Manutenção;10.08
NUC-01803;Angra 1;RJ - Brasil;2023-07-31;1.98;260.97;95.77;99.26;2;246.78;Parcialmente Operando;41.84
NUC-01804;Reator Atlântico;SP - Brasil;2023-06-22;0.73;440.99;153.09;74.58;3;257.63;Parcialmente Operando;34.28
NUC-01805;Angra 2;SC - Brasil;2023-12-19;32.25;420.55;129.69;74.48;4;310.33;Desativada;0
NUC-01806;Reator Atlântico;MG - Brasil;2023-11-17;2.38;411.29;148.29;58.09;2;33.85;Operando;53.97
NUC-01807;Reator Atlântico;BA - Brasil;2024-08-23;0.47;335.88;106.38;96.62;0;94.0;Desativada;0
NUC-01808;Reator Atlântico;RJ - Brasil;2024-08-30;0.78;227.43;87.25;78.64;1;32.65;Desativada;0
NUC-01809;NucleoForte;BA - Brasil;2023-04-20;0.24;272.7;87.06;89.95;7;410.84;Parcialmente Operando;27.59
NUC-01810;;BA - Brasil;2025-01-29;0.11;;117.1;67.73;3;16.44;Em Manutenção;17.05
NUC-01811;Angra 1;BA - Brasil;2024-07-23;0.75;244.99;80.33;61.24;0;;Parcialmente Operando;27.14
NUC-01812;Central Nuclear Santa;MG - Brasil;2024-10-06;3.38;445.14;102.41;93.48;0;300.18;Em Manutenção;0.15
NUC-01813;Central Nuclear Santa;BA - Brasil;2025-01-14;1.2;437.06;122.26;99.3;4;2171.41;Desativada;0
NUC-01814;Reator Atlântico;SC - Brasil;2023-08-26;4.86;295.92;80.12;54.69;1;128.68;Desativada;0
NUC-01815;Reator Atlântico;RJ - Brasil;2024-01-06;3.95;273.68;109.59;66.32;5;159.81;Parcialmente Operando;30.03
NUC-01816;NucleoForte;RJ - Brasil;2023-09-11;1.88;364.46;102.54;62.65;4;245.03;Parcialmente Operando;26.35
NUC-01817;Central Nuclear Santa;MG - Brasil;2024-06-04;2.22;303.73;116.4;68.17;0;272.87;Operando;54.67
NUC-01818;Reator Atlântico;SP - Brasil;2023-09-26;1.95;213.63;83.69;71.68;0;114.73;Parcialmente Operando;254.88
NUC-01819;Angra 2;BA - Brasil;2023-12-16;0.06;299.88;80.42;98.53;10;333.96;Em Manutenção;2.34
NUC-01820;Angra 2;;2024-02-04;4.89;345.28;79.1;100.0;2;;Desativada;0
NUC-01821;Central Nuclear Santa;SC - Brasil;2024-03-12;0.51;433.13;124.25;92.54;5;110.29;Operando;80.34
NUC-01822;Angra 2;MG - Brasil;2023-05-06;3.68;439.68;101.23;87.11;5;370.1;Operando;71.27
NUC-01823;Reator Atlântico;SC - Brasil;2024-08-27;3.21;430.1;;67.13;4;184.54;Desativada;0
NUC-01824;NucleoForte;MG - Brasil;2024-05-07;4.38;342.05;118.65;80.92;3;480.33;Em Manutenção;6.41
NUC-01825;Angra 1;MG - Brasil;2024-07-24;5.0;369.02;113.25;100.0;2;147.61;Operando;67.28
NUC-01826;Central Nuclear Santa;BA - Brasil;2023-08-24;0.43;374.55;82.38;69.52;3;312.74;Em Manutenção;4.26
NUC-01827;Central Nuclear Santa;BA - Brasil;2024-11-13;3.46;1667.41;67.39;65.19;1;220.89;Parcialmente Operando;28.42
NUC-01828;NucleoForte;BA - Brasil;2023-12-21;0.39;206.32;61.84;72.92;5;310.97;Parcialmente Operando;24.26
NUC-01829;Central Nuclear Santa;BA - Brasil;2024-10-30;3.65;370.18;122.29;93.37;3;496.86;Em Manutenção;1.21
NUC-01830;Central Nuclear Santa;SC - Brasil;2024-05-13;2.59;222.63;69.32;73.35;5;472.7;Desativada;0
NUC-01831;Central Nuclear Santa;SP - Brasil;2023-06-03;4.73;357.72;60.28;93.88;1;296.49;Parcialmente Operando;32.98
NUC-01832;Angra 1;BA - Brasil;2023-08-03;0.37;222.94;81.56;70.07;0;398.14;Operando;81.28
NUC-01833;Reator Atlântico;BA - Brasil;2023-10-19;0.49;331.94;73.96;57.14;1;437.26;Desativada;0
NUC-01834;NucleoForte;BA - Brasil;2024-10-17;3.56;422.48;89.23;80.42;0;467.53;Em Manutenção;5.31
NUC-01835;Angra 2;MG - Brasil;2024-03-12;0.38;395.68;80.01;64.61;3;383.19;Operando;52.27
NUC-01836;NucleoForte;SP - Brasil;2024-09-27;1.3;363.05;108.56;81.65;1;368.96;Parcialmente Operando;32.27
NUC-01837;Angra 2;SP - Brasil;2024-08-20;1.55;375.11;90.49;96.23;2;28.48;Em Manutenção;4.74
NUC-01838;NucleoForte;RJ - Brasil;2024-01-13;3.14;386.2;78.94;89.77;3;198.42;Em Manutenção;5.13
NUC-01839;Central Nuclear Santa;BA - Brasil;2024-06-02;1.14;441.65;;50.41;4;333.67;Operando;57.55
NUC-01840;Reator Atlântico;RJ - Brasil;2023-09-21;4.25;221.36;78.08;94.82;5;139.97;Desativada;0
NUC-01841;Angra 2;SC - Brasil;2023-05-08;;404.0;118.12;75.49;3;390.14;;89.63
NUC-01842;Angra 2;RJ - Brasil;2023-12-24;1.92;291.87;60.56;56.0;4;60.24;Operando;48.45
NUC-01843;Central Nuclear Santa;RJ - Brasil;2025-01-11;2.8;310.17;115.74;99.81;0;369.47;Operando;91.72
NUC-01844;NucleoForte;SP - Brasil;2024-02-19;4.63;202.64;50.39;81.74;5;330.52;Desativada;0
NUC-01845;Angra 1;MG - Brasil;2024-06-16;3.79;389.42;122.36;75.21;2;461.7;Em Manutenção;4.3
NUC-01846;Reator Atlântico;SC - Brasil;2024-02-29;0.14;411.5;115.67;68.98;0;399.4;Desativada;0
NUC-01847;Reator Atlântico;BA - Brasil;2023-09-16;4.96;289.98;116.21;58.39;3;15.33;Desativada;0
NUC-01848;Reator Atlântico;MG - Brasil;2024-08-28;0.82;424.53;129.73;93.43;3;117.62;Desativada;0
NUC-01849;Angra 2;RJ - Brasil;2023-08-28;1.77;348.11;110.29;;0;22.73;;55.35
NUC-01850;NucleoForte;SP - Brasil;2024-06-15;2.14;258.71;94.0;54.46;5;209.71;Desativada;0
